epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6492124199867249,9.999999747378752e-05,1.191681981086731,0.7037671208381653,0.9365660548210144
1,0.6824180483818054,9.999999747378752e-05,1.0392860174179077,0.6917808055877686,1.068062663078308
2,0.7109408378601074,9.999999747378752e-05,0.9344456791877747,0.6900684833526611,0.9731747508049011
3,0.7445721626281738,4.999999873689376e-05,0.8596981167793274,0.7174657583236694,0.941675066947937
4,0.7390378713607788,4.999999873689376e-05,0.8648352026939392,0.7208904027938843,0.9282241463661194
